OBJECTID,TLIGHTS_,TLIGHTS_ID,SITE_NO,SITE_NAME,SITE_TYPE,DIRECTORY,DIR_REF,D_ADDED,D_TOWNS,D_EDITED,D_REMOVED,LINK_MODE,STATUS,COMMENTS,MULTI,UFI,ARC_UFI,latitude,longitude
47204,,,4605,SWANSTON/LITTLE BOURKE,INT,,,,,,,,OPERATIONAL,TRAM PRI,,,,-37.8125449992202,144.96518200032
47205,,,4704,WESTALL NR HAYDEN,POS,,,,,,,,OPERATIONAL,,,,,-37.9581739989495,145.13716100041
47206,,,4743,TOORAK/CHAPEL,INT,,,,,,,,OPERATIONAL,"Bluetooth,TRAM PRI",,,,-37.8395019989747,144.995615999471
47207,,,4745,TOORAK/WILLIAMS,INT,,,,,,,,OPERATIONAL,"Bluetooth,TRAM PRI",,,,-37.8405909992327,145.004697999569
47208,,,4747,TOORAK/GRANGE/CANTERBURY,INT,,,,,,,,OPERATIONAL,TRAM PRI,,,,-37.8413059994881,145.010745999543
47209,,,4762,HIGH/CHAPEL,INT,,,,,,,,OPERATIONAL,"Bluetooth,TRAM PRI",,,,-37.8518499993836,144.993370999857
47210,,,3390,PUNT/BRIDGE/HODDLE/WELLINGTON,INT,,,,,,,,OPERATIONAL,"ASB WARN,Bluetooth,EVP,RLC,SR",,,,-37.8175549991584,144.990013000133
47211,,,211,NEPEAN/STATION,INT,,,,,,,,OPERATIONAL,"Bluetooth,RAIL LNK,UPS",,,,-38.0121259992319,145.090139999463
47212,,,212,NEPEAN NR THE STRAND,POS,,,,,,,,OPERATIONAL,,,,,-38.0524439993654,145.115996000525
47213,,,213,NEPEAN NR BAYVIEW,POS,,,,,,,,OPERATIONAL,ASB WARN,,,,-38.0202979993881,145.097171999587
47214,,,214,NEPEAN/LINCOLN,INT,,,,,,,,OPERATIONAL,"Bluetooth,RAIL LNK",,,,-38.0276729993202,145.102366999549
47215,,,215,NEPEAN/LOCHIEL/STATION,INT,,,,,,,,OPERATIONAL,RAIL LNK,,,,-38.0342859990184,145.106236000316
47216,,,216,NEPEAN/EDITHVALE,INT,,,,,,,,OPERATIONAL,"ASB WARN,Bluetooth,RAIL LNK,R",,,,-38.0386339994433,145.108803000485
47217,,,217,NEPEAN NR BRISTOL,POS,,,,,,,,OPERATIONAL,Bluetooth,,,,-38.043948998938,145.111676000285
47218,,,218,NEPEAN/CHELSEA,INT,,,,,,,,OPERATIONAL,"RAIL LNK,UPS",,,,-38.0516519992437,145.115889999785
47219,,,219,STATION NR LINCOLN,POS,,,,,,,,OPERATIONAL,,,,,-38.0270109993662,145.102210999898
47220,,,220,NEPEAN NR SWANPOOL,POS,,,,,,,,OPERATIONAL,,,,,-38.0472479987862,145.113540999993
47221,,,222,NEPEAN/BONDI,INT,,,,,,,,OPERATIONAL,"Bluetooth,RAIL LNK",,,,-38.0636069995168,145.119789999735
47222,,,223,STATION/MCLEOD,INT,,,,,,,,OPERATIONAL,,,,,-38.0763609989447,145.123193999536
47223,,,225,NEPEAN NR RESERVE,POS,,,,,,,,OPERATIONAL,,,,,-38.0884219992264,145.125001999522
47224,,,226,NEPEAN NR ARMSTRONGS,POS,,,,,,,,OPERATIONAL,,,,,-38.0940719993866,145.125598999912
47225,,,227,NEPEAN/STATION,INT,,,,,,,,OPERATIONAL,"ASB WARN,GWTP,NLTL,NRTL",,,,-38.1034509992841,145.125885000565
47226,,,228,NEPEAN/SEAFORD,INT,,,,,,,,OPERATIONAL,Bluetooth,,,,-38.1098429993344,145.125755000362
47227,,,229,NEPEAN NR MCCULLOCH,POS,,,,,,,,OPERATIONAL,,,,,-38.1206949989765,145.124938000482
47228,,,230,NEPEAN/BEACH,INT,,,,,,,,OPERATIONAL,,,,,-38.1402149992034,145.12240999956
47229,,,232,NEPEAN/PLAYNE,INT,,,,,,,,OPERATIONAL,PARTFCRT,,,,-38.1442319986789,145.120705000085
47230,,,171,STUD/KNOX CITY ENT 1,INT,,,,,,,,OPERATIONAL,,,,,-37.864937998806,145.237362999655
47231,,,172,BURWOOD HWY/KNOX CITY ENT 2/TYNER,INT,,,,,,,,OPERATIONAL,,,,,-37.8698119992245,145.237611000378
47232,,,4684,SOUTH NR WASTELL,FLASH PX,,,,,,,,OPERATIONAL,,,,,-37.7790359993456,145.007907999731
47233,,,176,BURWOOD HWY/FERNTREE GULLY/COMMERCIAL,INT,,,,,,,,OPERATIONAL,"Bluetooth,UPS",,,,-37.8827489992879,145.277528000391
47234,,,178,BURWOOD HWY/KNOX CITY ENT 5/TYNER,INT,,,,,,,,OPERATIONAL,,,,,-37.871868998788,145.243956000271
47235,,,179,BURWOOD/BRENOCK PK/SELMAN/FOREST,INT,,,,,,,,OPERATIONAL,SRLC,,,,-37.888743999165,145.294684000397
47236,,,180,BURWOOD HWY/KNOX CITY ENT 4,INT,,,,,,,,OPERATIONAL,,,,,-37.8710199988,145.241289000223
47237,,,181,BURWOOD HWY NR WILLOW,POS,,,,,,,,OPERATIONAL,,,,,-37.8923849989699,145.30435700009
47238,,,183,MAIN NR KILVINGTON,FLASH PX,,,,,,,,OPERATIONAL,,,,,-37.9320809991465,145.440729999557
47239,,,184,BELGRAVE-GEM NR BEACONSFIELD-EMERALD,FLASH PX,,,,,,,,OPERATIONAL,,,,,-37.9288529988186,145.445057000114
47240,,,185,PHE/SPRINGVALE,INT,,,,,,,,OPERATIONAL,UPS,,,,-37.9331479986714,145.156740000299
47241,,,186,PHE NR REILLY,POS,,,,,,,,OPERATIONAL,,,,,-37.9361479995373,145.160251000347
47242,,,6308,Swanhill-Sealake Rd / Campbell St,INT,,,,,,,,OPERATIONAL,,,,,-35.3385719987282,143.333400000427
47243,,,187,WELLS NR LANGSLOW,POS,,,,,,,,OPERATIONAL,,,,,-38.0170849992911,145.110314000151
47244,,,188,PHE/CORRIGAN,INT,,,,,,,,OPERATIONAL,Bluetooth,,,,-37.9475719990893,145.172681000264
47245,,,189,PHE/BROWNS,INT,,,,,,,,OPERATIONAL,,,,,-37.9536199989538,145.17947900011
47246,,,191,PHE/HEATHERTON/EASTLINK,INT,,,,,,,,OPERATIONAL,SRLC,,,,-37.9676449991987,145.195190000332
47247,,,192,PHE/GLADSTONE/JONES,INT,,,,,,,,OPERATIONAL,"Bluetooth,SRLC",,,,-37.9754119992416,145.203784000199
47248,,,4045,TOORAK/GLEN IRIS,INT,,,,,,,,OPERATIONAL,"Bluetooth,SRLC",,,,-37.8473379994969,145.068545999611
47249,,,4046,TOORAK/SUMMERHILL/CAMBERWELL,INT,,,,,,,,OPERATIONAL,"Bluetooth,TRAM PRI",,,,-37.8482919987544,145.077236999918
47250,,,4048,TOORAK/HIGHFIELD/LITHGOW,INT,,,,,,,,OPERATIONAL,"Bluetooth,TRAM PRI",,,,-37.8488309993503,145.081992999579
47251,,,1062,COLLEGE NR CEMETERY,FLASH PX,,,,,,,,OPERATIONAL,,,,,-37.7922059990964,144.960078999982
47252,,,136,MAROONDAH/KENT,INT,,,,,,,,OPERATIONAL,,,,,-37.7866789994833,145.275333000035
47253,,,138,MAROONDAH/DORSET/BELLARA/EXETER,INT,,,,,,,,OPERATIONAL,"Bluetooth,RLC",,,,-37.7714299988277,145.295237999745
47254,,,139,CANTERBURY/BAYFIELD,INT,,,,,,,,OPERATIONAL,,,,,-37.8278939987917,145.28213999975
47255,,,140,MAROONDAH/BLACK SPRINGS,INT,,,,,,,,OPERATIONAL,,,,,-37.7588699989747,145.313169999858
47256,,,141,MAROONDAH/EDWARD/MANCHESTER,INT,,,,,,,,OPERATIONAL,"Bluetooth,PTS_SIGN",,,,-37.7584339993835,145.315889999744
47257,,,142,MAROONDAH/VICTORIA,INT,,,,,,,,OPERATIONAL,Bluetooth,,,,-37.7610669990914,145.3343170004
47258,,,143,MAROONDAH NR LILYDALE STN,POS,,,,,,,,OPERATIONAL,SRLC,,,,-37.7569549993936,145.347329999917
47259,,,144,MAROONDAH NR CLARKE,POS,,,,,,,,OPERATIONAL,,,,,-37.7575099994544,145.351739000557
47260,,,145,MAROONDAH/ANDERSON,INT,,,,,,,,OPERATIONAL,Bluetooth,,,,-37.7574869994469,145.354837000142
47261,,,146,CANTERBURY/MT DANDENONG,INT,,,,,,,,OPERATIONAL,"Bluetooth,UPS",,,,-37.8120999988809,145.337019999494
47262,,,147,MAROONDAH/WARBURTON,INT,,,,,,,,OPERATIONAL,Bluetooth,,,,-37.7499169989135,145.373843999877
47263,,,148,MANCHESTER/BRICE,INT,,,,,,,,OPERATIONAL,RAIL LNK,,,,-37.7850429988203,145.311008000483
47264,,,149,ANDERSON/HARDY,INT,,,,,,,,OPERATIONAL,RADOUT,,,,-37.7588659987561,145.35449400017
47265,,,150,MAROONDAH NR GREEN (TEST),POS,,,,,,,,OPERATIONAL,,,,,-37.6541599989345,145.515948000449
47266,,,151,MANCHESTER/BELLARA,INT,,,,,,,,OPERATIONAL,,,,,-37.773787999479,145.313451999935
47267,,,4043,BURKE/TOORAK,INT,,,,,,,,OPERATIONAL,"Bluetooth,RLC,TRAM PRI,VTAG",,,,-37.8457039986945,145.053977999714
47268,,,4044,TOORAK NR BOWEN,POS,,,,,,,,OPERATIONAL,PUFFIN,,,,-37.8466829994615,145.062721000076
47269,,,3962,HAWTHORN NR CLIVE,POS,,,,,,,,OPERATIONAL,"Bluetooth,TRAM PRI",,,,-37.9134139989725,145.017047000362
47270,,,888,WHITEHORSE/OLIVER,INT,,,,,,,,OPERATIONAL,FIRE LNK,,,,-37.8098939994424,145.239000999964
47271,,,3607,MT ALEXANDER NR WINIFRED,FLASH PX,,,,,,,,OPERATIONAL,,,,,-37.7545179992794,144.917233999709
47272,,,3429,WHITEHALL NR FREDERICK,POS,,,,,,,,OPERATIONAL,,,,,-37.8200809989716,144.898729999543
47273,,,3430,SOMERVILLE/HYDE,INT,,,,,,,,OPERATIONAL,,,,,-37.8143749991913,144.897176999553
47274,,,3433,HYDE NR SCHILD,FLASH PX,,,,,,,,OPERATIONAL,,,,,-37.817334999045,144.896655000206
47275,,,3440,JASPER/MCKINNON,INT,,,,,,,,OPERATIONAL,"ASB WARN,Bluetooth",,,,-37.9116519995562,145.042866000287
47276,,,3441,CENTRE/JASPER,INT,,,,,,,,OPERATIONAL,Bluetooth,,,,-37.9188429989824,145.041676000294
47277,,,3442,JASPER NR BREWER,POS,,,,,,,,OPERATIONAL,ASB WARN,,,,-37.9228749995146,145.040909999734
47278,,,3451,BRUNSWICK/JOHNSTON,INT,,,,,,,,OPERATIONAL,"Bluetooth,TRAM PRI",,,,-37.7983369994383,144.978466999719
47279,,,3452,JOHNSTON / NAPIER,INT,,,,,,,,OPERATIONAL,,,,,-37.7986259988179,144.981162999454
47280,,,3453,JOHNSTON/SMITH,INT,,,,,,,,OPERATIONAL,TRAM PRI,,,,-37.7989589994274,144.984270999709
47281,,,3454,JOHNSTON/WELLINGTON,INT,,,,,,,,OPERATIONAL,RLC,,,,-37.799277998895,144.987344999713
47282,,,4381,RATHDOWNE/PRINCES,INT,,,,,,,,OPERATIONAL,"PARTFCRT,SRLC",,,,-37.7925889988917,144.971353999718
47283,,,4394,GRATTAN/MELBOURNE UNIVERSITY,INT,,,,,,,,OPERATIONAL,,,,,-37.8000519994489,144.960512999802
47284,,,4395,GRATTAN/CARDIGAN,INT,,,,,,,,OPERATIONAL,,,,,-37.8005849987546,144.965454000458
47285,,,4426,NICHOLSON/RICHARDSON/REID,INT,,,,,,,,OPERATIONAL,TRAM RSV,,,,-37.7851499992193,144.977204999943
47286,,,4445,ALBERT/GISBORNE,INT,,,,,,,,OPERATIONAL,"ASB WARN,Bluetooth,EVP,FIRE L",,,,-37.8095379993782,144.975650999994
47287,,,4458,FOOTSCRAY/GATE F/WESTERN LINK SB ON RAMP,INT,,,,,,,,OPERATIONAL,RAMP SGN,,,,-37.8093169986733,144.934106999674
47288,,,4461,FLEMINGTON/RACECOURSE/ELLIOT,INT,,,,,,,,OPERATIONAL,"TRAM PRI,UPS",,,,-37.7894039994857,144.942166000188
47289,,,4473,RACECOURSE/WELLINGTON,INT,,,,,,,,OPERATIONAL,TRAM PRI,,,,-37.7883709992397,144.931462000511
47290,,,4474,RACECOURSE/STUBBS,INT,,,,,,,,OPERATIONAL,TRAM PRI,,,,-37.7887399991572,144.936056000227
47291,,,4475,RACECOURSE/BOUNDARY,INT,,,,,,,,OPERATIONAL,"Bluetooth,RLC,TRAM PRI",,,,-37.7891749994233,144.940025999873
47292,,,4491,CURZON/HAINES,INT,,,,,,,,OPERATIONAL,"ASB WARN,Bike Det",,,,-37.7987519993573,144.948872999456
47293,,,6122,WANGARATTA (RYLEY)/WARBY,INT,,,,,,,,OPERATIONAL,,,,,-36.3580529992078,146.321001999582
47294,,,3085,CANTERBURY/RAMSAY,INT,,,,,,,,OPERATIONAL,,,,,-37.8302969989311,145.275085999747
47295,,,6154,LINCOLN CWY/QUARRY ENTRANCE,INT,,,,,,,,OPERATIONAL,"DUST,PTS_SIGN",,,,-36.1004369987631,146.898973000308
47296,,,6158,BEECHWORTH-WODONGA NR NILMAR,POS,,,,,,,,OPERATIONAL,DUST,,,,-36.1258449989154,146.887821999542
47297,,,6286,WILLIAMSON/HARGRAVES (SOUTH SIDE),FLASH PX,,,,,,,,OPERATIONAL,,,,,-36.7598909989303,144.281662000118
47298,,,6337,MIDLAND HWY/O'BRIEN,INT,,,,,,,,OPERATIONAL,,,,,-36.3942569989355,145.363359000259
47299,,,6403,WESTERN HWY/URQUHART (HORSHAM - KALKEE),INT,,,,,,,,OPERATIONAL,DIDO,,,,-36.7117309993255,142.202269000245
47300,,,6405,WESTERN HWY (MCPHERSON) NR ROBERTS,POS,,,,,,,,OPERATIONAL,TIME CLK,,,,-36.7142589990166,142.204910999778
47301,,,6407,WESTERN/MCPHERSON/HENTY,INT,,,,,,,,OPERATIONAL,"Bluetooth,DIDO",,,,-36.7117139990705,142.204899000133
47302,,,6421,WILSON/FIREBRACE,INT,,,,,,,,OPERATIONAL,"Bluetooth,DIDO",,,,-36.7166499993944,142.199722999784
47303,,,6461,CALDER/SANDILONG,INT,,,,,,,,OPERATIONAL,DIDO,,,,-34.2273079992882,142.16101099959
47304,,,6619,BRANDY CREEK (VICTORIA) NR SMITH,POS,,,,,,,,OPERATIONAL,PELICAN,,,,-38.1626769991439,145.930748999865
47305,,,2161,SYDNEY RD/SOMERTON/COOPER,INT,,,,,,,,OPERATIONAL,"Bluetooth,PTS_SIGN,RAIL QUE,R",,,,-37.6433539993865,144.951467000518
47306,,,2166,PASCOE VALE/GIRGARRE,INT,,,,,,,,OPERATIONAL,,,,,-37.6703609990196,144.923778000266
47307,,,4055,BULLEEN NR LEONIS,POS,,,,,,,,OPERATIONAL,,,,,-37.7824599988136,145.078366999784
47308,,,4056,BELMORE NR BUCHANAN,POS,,,,,,,,OPERATIONAL,,,,,-37.8025209987252,145.075721999435
47309,,,4057,BALWYN/BELMORE,INT,,,,,,,,OPERATIONAL,"ASB WARN,Bluetooth,WCHAIR",,,,-37.8034899990381,145.083140000142
47310,,,4058,BELMORE NR ALANDALE,POS,,,,,,,,OPERATIONAL,,,,,-37.8040509991442,145.087394000149
47311,,,4059,BELMORE/GREYTHORN,INT,,,,,,,,OPERATIONAL,,,,,-37.8038289992605,145.097066999721
47312,,,4060,GREYTHORN NR YENEDA,POS,,,,,,,,OPERATIONAL,,,,,-37.8022809988632,145.097380000014
47313,,,4014,SYDNEY/GLENLYON/DAWSON,INT,,,,,,,,OPERATIONAL,"Bluetooth,TRAM PRI",,,,-37.7715609988773,144.961351999739
47314,,,4015,MELVILLE/DAWSON,INT,,,,,,,,OPERATIONAL,TRAM PRI,,,,-37.7694029987253,144.943563999484
47315,,,4016,DAWSON/GRANTHAM,INT,,,,,,,,OPERATIONAL,"Bluetooth,TRAM PRI",,,,-37.7701559994126,144.94985500001
47316,,,4017,LYGON/BLYTH,INT,,,,,,,,OPERATIONAL,"RLC,TRAM PRI",,,,-37.7665589992414,144.972591999478
47317,,,4018,LYGON/VICTORIA,INT,,,,,,,,OPERATIONAL,TRAM PRI,,,,-37.7681359993432,144.972307999483
47318,,,4019,LYGON NR ALBERT,POS,,,,,,,,OPERATIONAL,TRAM PRI,,,,-37.7695039990728,144.972059999823
47319,,,4020,LYGON/GLENLYON,INT,,,,,,,,OPERATIONAL,TRAM PRI,,,,-37.7726609990426,144.971499999487
47320,,,4021,LYGON NR WESTON,POS,,,,,,,,OPERATIONAL,"PUFFIN,TRAM PRI",,,,-37.775530999085,144.971051999775
47321,,,4022,SYDNEY/WESTON,INT,,,,,,,,OPERATIONAL,TRAM PRI,,,,-37.7747369990978,144.960830000117
47322,,,4023,NICHOLSON/ARTHURTON/BLYTH,INT,,,,,,,,OPERATIONAL,"Bluetooth,TRAM PRI",,,,-37.7673469991813,144.980231000049
47323,,,411,SPRINGVALE/HAWTHORN,INT,,,,,,,,OPERATIONAL,"ASB WARN,BUS PRI,Bluetooth,SB",,,,-37.8487039995179,145.170415000464
47324,,,412,SPRINGVALE NR ASTELOT,POS,,,,,,,,OPERATIONAL,,,,,-37.800528999113,145.178306000227
47325,,,413,SPRINGVALE/SPRINGFIELD,INT,,,,,,,,OPERATIONAL,"ASB WARN,Bluetooth",,,,-37.8132379995324,145.176829000175
47326,,,414,SPRINGVALE NR TUNSTALL,POS,,,,,,,,OPERATIONAL,WCHAIR,,,,-37.8150459992514,145.176541999993
47327,,,415,SPRINGVALE NR WALKERS/SILVER,POS,,,,,,,,OPERATIONAL,"PUFFIN,WCHAIR",,,,-37.8197859991371,145.175763999778
47328,,,417,SPRINGVALE/CANTERBURY,INT,,,,,,,,OPERATIONAL,"ASB WARN,Bluetooth,SAFECAM,SB",,,,-37.8347309990438,145.172759000163
47329,,,418,SPRINGVALE NR JOLIMONT,POS,,,,,,,,OPERATIONAL,ASB WARN,,,,-37.8425469987195,145.171177999501
47330,,,421,SPRINGVALE NR TOLMIE,POS,,,,,,,,OPERATIONAL,,,,,-37.865721998912,145.168534000351
47331,,,422,SPRINGVALE/HIGH ST RD,INT,,,,,,,,OPERATIONAL,"BUS PRI,Bluetooth,SB PRI,SRLC",,,,-37.8743869990847,145.166807000414
47332,,,424,SPRINGVALE NR WILSON,POS,,,,,,,,OPERATIONAL,,,,,-37.8847969994474,145.164873000004
47333,,,426,SPRINGVALE/WAVERLEY,INT,,,,,,,,OPERATIONAL,"Bluetooth,PARTFCRT,SB PRI,VTA",,,,-37.8888859995396,145.164140000507
47334,,,427,SPRINGVALE NR WHITES,POS,,,,,,,,OPERATIONAL,,,,,-37.8958229993664,145.162982000464
47335,,,344,DONCASTER EAST NR MITCHAM,POS,,,,,,,,OPERATIONAL,,,,,-37.8096019988002,145.193708000409
47336,,,345,MITCHAM/DONCASTER EAST,INT,,,,,,,,OPERATIONAL,,,,,-37.8089369991675,145.192864999477
47337,,,346,MITCHAM/VICTORIA,INT,,,,,,,,OPERATIONAL,,,,,-37.8149499989417,145.193536999894
47338,,,349,ROOKS NR CARWEEN,POS,,,,,,,,OPERATIONAL,,,,,-37.8272989992087,145.185677999585
47339,,,350,BLACKBURN NR CASSOWARY,POS,,,,,,,,OPERATIONAL,,,,,-37.7968599988627,145.160480000353
47340,,,351,BLACKBURN/GEORGE,INT,,,,,,,,OPERATIONAL,,,,,-37.7825359994266,145.163177999652
47341,,,352,BLACKBURN NR MONTGOMERY,POS,,,,,,,,OPERATIONAL,,,,,-37.879904999428,145.146938999866
47342,,,353,BLACKBURN/CENTREWAY,INT,,,,,,,,OPERATIONAL,"BUS PRI,SB PRI",,,,-37.8918069994837,145.144657000381
47343,,,3906,GRIEVE/THE GATEWAY,INT,,,,,,,,OPERATIONAL,Bluetooth,,,,-37.839838999099,144.825579000405
47344,,,3907,GRIEVE/PINNACLE/TOYOTA ENT GATE 7,INT,,,,,,,,OPERATIONAL,,,,,-37.8388149994511,144.825714000359
47345,,,3908,GRIEVE/TOYOTA ENT GATE 4,INT,,,,,,,,OPERATIONAL,,,,,-37.8341689991035,144.82632899972
47346,,,2108,EASTERN HWY/GEORGE,INT,,,,,,,,OPERATIONAL,SRLC,,,,-37.7937859988935,144.98239400031
47347,,,3911,GRIMSHAW/MAIN,INT,,,,,,,,OPERATIONAL,,,,,-37.7045609987543,145.102533000444
47348,,,3912,GREENSBOROUGH BYPASS/ELDER,INT,,,,,,,,OPERATIONAL,,,,,-37.7109869989772,145.085024999873
47349,,,3920,ELGAR/BELMORE,INT,,,,,,,,OPERATIONAL,"Bluetooth,RADOUT",,,,-37.7998899986968,145.118122999747
47350,,,3921,ELGAR NR LORAINE,POS,,,,,,,,OPERATIONAL,,,,,-37.8022699988614,145.117695999968
47351,,,4024,NICHOLSON/GLENLYON,INT,,,,,,,,OPERATIONAL,"SRLC,TRAM PRI",,,,-37.7734969990645,144.97919699977
47352,,,4025,NICHOLSON NR MILLER,POS,,,,,,,,OPERATIONAL,TRAM PRI,,,,-37.7769119991909,144.978615000251
47353,,,4026,GLENLYON NR GARDEN,POS,,,,,,,,OPERATIONAL,PUFFIN,,,,-37.7720059987454,144.96545500049
47354,,,4027,SOUTH DALY NR COLLIER,POS,,,,,,,,OPERATIONAL,,,,,-37.7712039993703,144.943563999547
47355,,,4028,HOLMES NR DONALD,POS,,,,,,,,OPERATIONAL,"PTTL,PUFFIN,TRAM PRI",,,,-37.7593459995004,144.974411000334
47356,,,4029,MELVILLE/HOPE,INT,,,,,,,,OPERATIONAL,TRAM PRI,,,,-37.7621059989688,144.944254999769
47357,,,4031,BURKE NR KEW HIGH SCHOOL,POS,,,,,,,,OPERATIONAL,,,,,-37.7955699986728,145.063531999996
47358,,,4032,BURKE/BELMORE/HARP,INT,,,,,,,,OPERATIONAL,"ASB WARN,SRLC",,,,-37.8007929994337,145.06252000024
47359,,,4033,BURKE NR TREGARRON,POS,,,,,,,,OPERATIONAL,,,,,-37.808661999321,145.06101700021
47360,,,4034,BURKE/COTHAM/WHITEHORSE,INT,,,,,,,,OPERATIONAL,"Bluetooth,SRLC,TRAM PRI",,,,-37.8103729993105,145.060690000385
47361,,,4037,BURKE NR TORRINGTON,POS,,,,,,,,OPERATIONAL,"ASB WARN,Bluetooth,TRAM PRI",,,,-37.8183729987062,145.059166000316
47362,,,4039,BURKE NR BURKE (RIVERSDALE),POS,,,,,,,,OPERATIONAL,TRAM PRI,,,,-37.8302699992049,145.056902999943
47363,,,4041,BURKE NR CAMPBELL,POS,,,,,,,,OPERATIONAL,TRAM PRI,,,,-37.8336879991668,145.056255999891
47364,,,4042,BURKE/PLEASANT/SEYMOUR,INT,,,,,,,,OPERATIONAL,"Bluetooth,TRAM PRI",,,,-37.8354459992226,145.055926999813
47365,,,3984,CAMP NR JOSEPH,POS,,,,,,,,OPERATIONAL,PUFFIN,,,,-37.6856049993285,144.922551000211
47366,,,3985,CAMP/BLAIR/WIDFORD,INT,,,,,,,,OPERATIONAL,,,,,-37.6861329994454,144.926825999783
47367,,,3986,CAMP NR SMILEY,POS,,,,,,,,OPERATIONAL,PUFFIN,,,,-37.6868479989607,144.932616000238
47368,,,3987,JOHNSTONE NR SORRENTO,POS,,,,,,,,OPERATIONAL,PUFFIN,,,,-37.6817809993121,144.909631999758
47369,,,3988,GLENROY/WHEATSHEAF/HART'TON,INT,,,,,,,,OPERATIONAL,RAIL LNK,,,,-37.7058649991729,144.918197999655
47370,,,3990,BLAIR NR KING WILLIAM,POS,,,,,,,,OPERATIONAL,,,,,-37.6802439988557,144.928323000225
47371,,,3991,BLAIR NR KIEWA,POS,,,,,,,,OPERATIONAL,,,,,-37.6737989992763,144.930776000151
47372,,,3992,RALEIGH NR RIDDELL,POS,,,,,,,,OPERATIONAL,,,,,-37.677046998819,144.89441700034
47373,,,3993,BOUNDARY/CUMBERLAND,INT,,,,,,,,OPERATIONAL,Bluetooth,,,,-37.7169489990008,144.940874999601
47374,,,2326,NEPEAN/BAY/KAREN,INT,,,,,,,,OPERATIONAL,"Bluetooth,SRLC",,,,-37.9574349993968,145.05192200043
47375,,,2333,NEPEAN NR CENTREWAY,POS,,,,,,,,OPERATIONAL,"Bluetooth,PUFFIN",,,,-38.0069339991313,145.086911999458
47376,,,2400,PHE/YORK,INT,,,,,,,,OPERATIONAL,"Bluetooth,RAMP SGN,TRAM PRI",,,,-37.8295529986803,144.963934000528
47377,,,679,JAMES NR ANDERSON,POS,,,,,,,,OPERATIONAL,,,,,-37.7568439987823,145.129175999795
47378,,,680,MANNINGHAM/THOMPSONS,INT,,,,,,,,OPERATIONAL,"Bluetooth,RLC",,,,-37.7705219994646,145.09911199957
47379,,,681,FOOTE/HIGH,INT,,,,,,,,OPERATIONAL,,,,,-37.7578219990065,145.118536000288
47380,,,682,MANNINGHAM/GRANT OLSEN,INT,,,,,,,,OPERATIONAL,,,,,-37.7671129992894,145.09267399976
47381,,,683,MANNINGHAM/BRIDGE,INT,,,,,,,,OPERATIONAL,"ASB WARN,Bluetooth",,,,-37.7601689989176,145.081050000501
47382,,,684,MANNINGHAM NR DERRECK,POS,,,,,,,,OPERATIONAL,Bluetooth,,,,-37.7664039993672,145.090355000251
47383,,,686,MANNINGHAM/BULLEEN,INT,,,,,,,,OPERATIONAL,"Bluetooth,PARTFCRT",,,,-37.7622839991398,145.08332799977
47384,,,687,WILLIAMSONS/GEORGE,INT,,,,,,,,OPERATIONAL,,,,,-37.7777059986946,145.124450999478
47385,,,688,THOMPSONS NR BARAK,POS,,,,,,,,OPERATIONAL,Bluetooth,,,,-37.7770709992782,145.085982000086
47386,,,689,THOMPSONS NR FULLER,POS,,,,,,,,OPERATIONAL,,,,,-37.7748709989407,145.092229999858
47387,,,690,THOMPSONS NR JEFFREY,POS,,,,,,,,OPERATIONAL,,,,,-37.7672689989053,145.104889999534
47388,,,691,WILLIAMSONS/LYNNWOOD/KING,INT,,,,,,,,OPERATIONAL,Bluetooth,,,,-37.7699739991563,145.129597000568
47389,,,692,VICTORIA/GEORGE,INT,,,,,,,,OPERATIONAL,,,,,-37.7803529989414,145.144800999819
47390,,,693,THOMPSONS NR WARATAH,POS,,,,,,,,OPERATIONAL,,,,,-37.7612709992928,145.111695999833
47391,,,694,WARRANDYTE NR MELBOURNE HILL,POS,,,,,,,,OPERATIONAL,"BUS PRI,Bluetooth",,,,-37.7468609991479,145.207025999991
47392,,,695,YARRA NR WHIPSTICK,POS,,,,,,,,OPERATIONAL,"ASB WARN,Bluetooth",,,,-37.738985998786,145.217624999954
47393,,,696,WETHERBY NR ROSS,POS,,,,,,,,OPERATIONAL,PUFFIN,,,,-37.7909369995599,145.143021000528
47394,,,697,FOOTE NR ELISA,POS,,,,,,,,OPERATIONAL,"Bluetooth,FIRE LNK",,,,-37.7590549987118,145.128681000269
47395,,,698,BLACKBURN/REYNOLDS,INT,,,,,,,,OPERATIONAL,Bluetooth,,,,-37.7635039988855,145.166563999513
47396,,,700,WILLIAMSONS/FOOTE,INT,,,,,,,,OPERATIONAL,Bluetooth,,,,-37.7596129988822,145.133909999531
47397,,,703,REYNOLDS/THE PINES SHOPPING CENTRE,INT,,,,,,,,OPERATIONAL,,,,,-37.7637519994759,145.16881600049
47398,,,664,FRANKSTON-DANDENONG/GREENS,INT,,,,,,,,OPERATIONAL,Bluetooth,,,,-38.0146059992279,145.215316999698
47399,,,665,HAMMOND/GREENS,INT,,,,,,,,OPERATIONAL,Bluetooth,,,,-38.0135019987345,145.205775999791
47400,,,666,JACKSONS NR AHERN,POS,,,,,,,,OPERATIONAL,,,,,-37.9431579992779,145.192173999871
47401,,,667,HAMMOND/WEBSTER,INT,,,,,,,,OPERATIONAL,,,,,-37.9943339990713,145.209638999753
47402,,,668,CHELTENHAM/BENNET,INT,,,,,,,,OPERATIONAL,Bluetooth,,,,-37.9909309990886,145.198743000134
